layer,expert,rank_sum,action
46,0,2.0,keep
57,162,3.0,keep
37,162,5.0,keep
47,164,5.0,keep
60,163,5.0,keep
12,165,6.0,keep
29,163,7.0,keep
51,166,7.0,keep
20,162,8.0,keep
43,0,8.0,keep
23,165,9.0,keep
43,168,9.0,keep
56,168,9.0,keep
52,0,10.0,keep
10,164,11.0,keep
42,164,11.0,keep
47,0,11.0,keep
17,169,14.0,keep
50,162,14.0,keep
57,163,14.0,keep
5,172,15.0,keep
16,164,15.0,keep
31,172,15.0,keep
11,171,16.0,keep
12,172,16.0,keep
30,161,16.0,keep
36,162,16.0,keep
1,170,17.0,keep
35,171,17.0,keep
36,161,17.0,keep
37,167,17.0,keep
51,165,17.0,keep
21,164,18.0,keep
22,169,18.0,keep
3,167,19.0,keep
23,174,19.0,keep
36,178,19.0,keep
22,170,20.0,keep
26,168,20.0,keep
33,172,20.0,keep
41,177,20.0,keep
50,165,20.0,keep
0,175,21.0,keep
11,173,21.0,keep
22,163,21.0,keep
26,166,21.0,keep
29,172,21.0,keep
32,178,21.0,keep
33,180,21.0,keep
35,162,21.0,keep
58,169,21.0,keep
30,168,22.0,keep
34,161,22.0,keep
49,0,22.0,keep
55,0,22.0,keep
61,168,22.0,keep
9,172,23.0,keep
14,165,23.0,keep
16,180,23.0,keep
55,181,23.0,keep
0,163,24.0,keep
52,170,24.0,keep
52,171,24.0,keep
53,177,24.0,keep
3,180,25.0,keep
34,184,25.0,keep
44,179,25.0,keep
55,161,25.0,keep
56,180,25.0,keep
6,170,26.0,keep
13,182,26.0,keep
28,179,26.0,keep
30,182,26.0,keep
45,164,26.0,keep
26,179,27.0,keep
32,161,27.0,keep
48,172,27.0,keep
55,175,27.0,keep
60,170,27.0,keep
2,173,28.0,keep
29,161,28.0,keep
43,177,28.0,keep
15,186,29.0,keep
16,170,29.0,keep
32,164,29.0,keep
34,173,29.0,keep
46,184,29.0,keep
58,168,29.0,keep
5,183,30.0,keep
8,163,30.0,keep
11,189,30.0,keep
12,179,30.0,keep
13,175,30.0,keep
14,0,30.0,keep
15,171,30.0,keep
59,0,30.0,keep
13,186,31.0,keep
23,164,31.0,keep
26,172,31.0,keep
35,176,31.0,keep
37,175,31.0,keep
46,164,31.0,keep
55,171,31.0,keep
14,181,32.0,keep
16,190,32.0,keep
38,174,32.0,keep
43,184,32.0,keep
0,169,33.0,keep
10,188,33.0,keep
20,170,33.0,keep
27,161,33.0,keep
33,174,33.0,keep
45,162,33.0,keep
59,168,33.0,keep
59,170,33.0,keep
3,163,34.0,keep
4,175,34.0,keep
8,188,34.0,keep
10,179,34.0,keep
15,158,34.0,keep
29,160,34.0,keep
37,161,34.0,keep
37,168,34.0,keep
39,163,34.0,keep
42,161,34.0,keep
45,177,34.0,keep
46,190,34.0,keep
51,173,34.0,keep
57,165,34.0,keep
14,185,35.0,keep
16,158,35.0,keep
19,158,35.0,keep
22,183,35.0,keep
29,173,35.0,keep
47,173,35.0,keep
47,178,35.0,keep
2,170,36.0,keep
7,162,36.0,keep
15,181,36.0,keep
21,176,36.0,keep
47,189,36.0,keep
50,158,36.0,keep
52,179,36.0,keep
4,163,37.0,keep
10,170,37.0,keep
11,163,37.0,keep
14,130,37.0,keep
17,131,37.0,keep
33,171,37.0,keep
36,174,37.0,keep
41,185,37.0,keep
12,166,38.0,keep
12,181,38.0,keep
22,179,38.0,keep
27,131,38.0,keep
34,177,38.0,keep
51,167,38.0,keep
52,166,38.0,keep
57,131,38.0,keep
0,0,39.0,keep
6,186,39.0,keep
11,0,39.0,keep
15,177,39.0,keep
23,175,39.0,keep
24,181,39.0,keep
29,185,39.0,keep
36,187,39.0,keep
47,166,39.0,keep
53,187,39.0,keep
58,133,39.0,keep
59,132,39.0,keep
0,168,40.0,keep
2,171,40.0,keep
2,176,40.0,keep
16,182,40.0,keep
18,168,40.0,keep
24,133,40.0,keep
26,162,40.0,keep
30,134,40.0,keep
30,178,40.0,keep
41,169,40.0,keep
45,186,40.0,keep
46,167,40.0,keep
48,167,40.0,keep
53,164,40.0,keep
53,182,40.0,keep
57,134,40.0,keep
61,132,40.0,keep
0,186,41.0,keep
5,187,41.0,keep
32,182,41.0,keep
33,162,41.0,keep
39,165,41.0,keep
39,178,41.0,keep
50,182,41.0,keep
50,187,41.0,keep
52,162,41.0,keep
28,182,42.0,keep
47,186,42.0,keep
53,170,42.0,keep
54,161,42.0,keep
54,174,42.0,keep
54,179,42.0,keep
57,174,42.0,keep
58,131,42.0,keep
0,184,43.0,keep
8,170,43.0,keep
23,132,43.0,keep
26,171,43.0,keep
31,132,43.0,keep
31,184,43.0,keep
58,162,43.0,keep
0,171,44.0,keep
18,132,44.0,keep
22,172,44.0,keep
23,172,44.0,keep
24,161,44.0,keep
25,175,44.0,keep
39,137,44.0,keep
46,163,44.0,keep
49,179,44.0,keep
1,160,45.0,keep
1,175,45.0,keep
17,134,45.0,keep
18,187,45.0,keep
21,186,45.0,keep
22,165,45.0,keep
34,186,45.0,keep
38,170,45.0,keep
43,167,45.0,keep
45,167,45.0,keep
45,179,45.0,keep
47,171,45.0,keep
49,172,45.0,keep
56,174,45.0,keep
2,136,46.0,keep
4,166,46.0,keep
5,177,46.0,keep
9,141,46.0,keep
19,184,46.0,keep
20,165,46.0,keep
40,131,46.0,keep
46,189,46.0,keep
0,178,47.0,keep
3,171,47.0,keep
4,132,47.0,keep
7,133,47.0,keep
13,135,47.0,keep
20,171,47.0,keep
29,162,47.0,keep
49,135,47.0,keep
58,173,47.0,keep
58,179,47.0,keep
58,181,47.0,keep
21,175,48.0,keep
28,190,48.0,keep
31,178,48.0,keep
32,138,48.0,keep
33,184,48.0,keep
44,0,48.0,keep
44,187,48.0,keep
60,177,48.0,keep
1,190,49.0,keep
6,180,49.0,keep
14,140,49.0,keep
18,158,49.0,keep
19,174,49.0,keep
21,134,49.0,keep
25,138,49.0,keep
52,140,49.0,keep
3,131,50.0,keep
7,135,50.0,keep
7,170,50.0,keep
13,159,50.0,keep
16,169,50.0,keep
25,133,50.0,keep
25,168,50.0,keep
31,133,50.0,keep
40,164,50.0,keep
40,177,50.0,keep
42,174,50.0,keep
46,171,50.0,keep
59,131,50.0,keep
59,163,50.0,keep
11,143,51.0,keep
17,158,51.0,keep
31,179,51.0,keep
41,188,51.0,keep
42,136,51.0,keep
43,159,51.0,keep
50,177,51.0,keep
54,140,51.0,keep
57,132,51.0,keep
12,159,52.0,keep
20,158,52.0,keep
26,161,52.0,keep
26,170,52.0,keep
32,134,52.0,keep
37,132,52.0,keep
37,134,52.0,keep
57,185,52.0,keep
0,138,53.0,keep
2,186,53.0,keep
3,169,53.0,keep
5,185,53.0,keep
8,166,53.0,keep
9,132,53.0,keep
12,137,53.0,keep
13,136,53.0,keep
14,135,53.0,keep
19,145,53.0,keep
19,160,53.0,keep
19,181,53.0,keep
47,163,53.0,keep
10,133,54.0,keep
10,140,54.0,keep
18,141,54.0,keep
18,147,54.0,keep
31,167,54.0,keep
45,141,54.0,keep
57,177,54.0,keep
60,162,54.0,keep
1,135,55.0,keep
7,179,55.0,keep
13,140,55.0,keep
21,187,55.0,keep
36,183,55.0,keep
53,134,55.0,keep
55,178,55.0,keep
59,139,55.0,keep
60,179,55.0,keep
6,161,56.0,keep
20,172,56.0,keep
31,189,56.0,keep
37,186,56.0,keep
49,175,56.0,keep
52,142,56.0,keep
5,158,57.0,keep
11,162,57.0,keep
17,171,57.0,keep
19,188,57.0,keep
23,147,57.0,keep
32,173,57.0,keep
35,141,57.0,keep
37,163,57.0,keep
38,139,57.0,keep
44,141,57.0,keep
45,174,57.0,keep
46,131,57.0,keep
6,165,58.0,keep
8,174,58.0,keep
9,185,58.0,keep
13,142,58.0,keep
16,133,58.0,keep
21,149,58.0,keep
30,172,58.0,keep
33,163,58.0,keep
34,172,58.0,keep
35,150,58.0,keep
35,166,58.0,keep
39,188,58.0,keep
40,188,58.0,keep
44,167,58.0,keep
46,158,58.0,keep
52,181,58.0,keep
54,136,58.0,keep
2,182,59.0,keep
7,150,59.0,keep
8,142,59.0,keep
12,168,59.0,keep
14,159,59.0,keep
16,150,59.0,keep
20,139,59.0,keep
27,146,59.0,keep
28,136,59.0,keep
40,183,59.0,keep
50,184,59.0,keep
51,179,59.0,keep
56,146,59.0,keep
57,173,59.0,keep
58,137,59.0,keep
60,140,59.0,keep
60,161,59.0,keep
1,131,60.0,keep
3,164,60.0,keep
8,162,60.0,keep
10,152,60.0,keep
20,155,60.0,keep
36,137,60.0,keep
38,161,60.0,keep
45,143,60.0,keep
46,183,60.0,keep
47,161,60.0,keep
51,163,60.0,keep
56,171,60.0,keep
58,151,60.0,keep
58,180,60.0,keep
2,0,61.0,keep
7,0,61.0,keep
8,153,61.0,keep
9,149,61.0,keep
10,172,61.0,keep
20,164,61.0,keep
21,185,61.0,keep
24,158,61.0,keep
24,184,61.0,keep
25,147,61.0,keep
26,174,61.0,keep
27,141,61.0,keep
27,185,61.0,keep
28,181,61.0,keep
31,162,61.0,keep
48,162,61.0,keep
49,131,61.0,keep
54,137,61.0,keep
9,137,62.0,keep
21,151,62.0,keep
34,164,62.0,keep
34,182,62.0,keep
38,182,62.0,keep
41,130,62.0,keep
44,170,62.0,keep
50,160,62.0,keep
51,154,62.0,keep
53,0,62.0,keep
3,152,63.0,keep
3,186,63.0,keep
7,158,63.0,keep
12,136,63.0,keep
12,161,63.0,keep
14,190,63.0,keep
16,132,63.0,keep
22,164,63.0,keep
25,190,63.0,keep
29,154,63.0,keep
46,179,63.0,keep
57,188,63.0,keep
58,164,63.0,keep
6,156,64.0,keep
6,164,64.0,keep
13,180,64.0,keep
15,169,64.0,keep
16,143,64.0,keep
19,148,64.0,keep
21,173,64.0,keep
25,179,64.0,keep
34,190,64.0,keep
36,147,64.0,keep
36,152,64.0,keep
37,187,64.0,keep
38,157,64.0,keep
40,133,64.0,keep
41,165,64.0,keep
42,140,64.0,keep
50,151,64.0,keep
57,167,64.0,keep
57,179,64.0,keep
58,147,64.0,keep
60,185,64.0,keep
0,141,65.0,keep
0,172,65.0,keep
3,138,65.0,keep
7,188,65.0,keep
9,147,65.0,keep
9,187,65.0,keep
10,169,65.0,keep
18,173,65.0,keep
20,185,65.0,keep
22,148,65.0,keep
24,129,65.0,keep
28,174,65.0,keep
44,148,65.0,keep
49,159,65.0,keep
50,175,65.0,keep
60,172,65.0,keep
61,137,65.0,keep
4,170,66.0,keep
4,189,66.0,keep
6,131,66.0,keep
7,177,66.0,keep
8,172,66.0,keep
21,152,66.0,keep
23,160,66.0,keep
24,174,66.0,keep
27,164,66.0,keep
33,155,66.0,keep
36,156,66.0,keep
36,181,66.0,keep
39,154,66.0,keep
41,142,66.0,keep
52,133,66.0,keep
54,172,66.0,keep
61,175,66.0,keep
0,145,67.0,keep
3,172,67.0,keep
8,177,67.0,keep
9,148,67.0,keep
11,159,67.0,keep
18,138,67.0,keep
22,173,67.0,keep
27,151,67.0,keep
29,155,67.0,keep
30,154,67.0,keep
31,161,67.0,keep
34,183,67.0,keep
35,155,67.0,keep
36,144,67.0,keep
39,175,67.0,keep
44,132,67.0,keep
49,146,67.0,keep
51,134,67.0,keep
4,144,68.0,keep
8,169,68.0,keep
9,157,68.0,keep
12,182,68.0,keep
20,181,68.0,keep
25,166,68.0,keep
36,166,68.0,keep
43,132,68.0,keep
46,134,68.0,keep
49,143,68.0,keep
51,153,68.0,keep
53,180,68.0,keep
54,142,68.0,keep
61,135,68.0,keep
2,142,69.0,keep
3,178,69.0,keep
6,228,69.0,keep
8,151,69.0,keep
11,141,69.0,keep
13,165,69.0,keep
20,166,69.0,keep
26,139,69.0,keep
27,170,69.0,keep
28,129,69.0,keep
41,178,69.0,keep
41,228,69.0,keep
44,166,69.0,keep
46,145,69.0,keep
48,175,69.0,keep
56,150,69.0,keep
58,154,69.0,keep
58,157,69.0,keep
12,152,70.0,keep
26,169,70.0,keep
28,180,70.0,keep
33,134,70.0,keep
34,169,70.0,keep
39,164,70.0,keep
41,164,70.0,keep
42,0,70.0,keep
50,178,70.0,keep
57,153,70.0,keep
4,143,71.0,keep
17,170,71.0,keep
18,146,71.0,keep
20,178,71.0,keep
21,161,71.0,keep
21,227,71.0,keep
25,146,71.0,keep
26,131,71.0,keep
26,133,71.0,keep
28,138,71.0,keep
30,165,71.0,keep
35,130,71.0,keep
48,144,71.0,keep
51,226,71.0,keep
52,187,71.0,keep
58,227,71.0,keep
2,138,72.0,keep
7,141,72.0,keep
8,189,72.0,keep
10,189,72.0,keep
15,167,72.0,keep
16,144,72.0,keep
27,145,72.0,keep
37,156,72.0,keep
37,170,72.0,keep
38,190,72.0,keep
42,189,72.0,keep
50,139,72.0,keep
59,181,72.0,keep
0,159,73.0,keep
0,181,73.0,keep
3,161,73.0,keep
6,169,73.0,keep
6,185,73.0,keep
16,141,73.0,keep
18,185,73.0,keep
23,130,73.0,keep
24,226,73.0,keep
26,178,73.0,keep
30,131,73.0,keep
32,146,73.0,keep
38,129,73.0,keep
49,189,73.0,keep
53,162,73.0,keep
54,135,73.0,keep
57,178,73.0,keep
59,231,73.0,keep
0,170,74.0,keep
0,183,74.0,keep
1,188,74.0,keep
4,188,74.0,keep
10,132,74.0,keep
15,141,74.0,keep
15,143,74.0,keep
17,140,74.0,keep
24,145,74.0,keep
25,136,74.0,keep
26,181,74.0,keep
28,157,74.0,keep
30,166,74.0,keep
35,175,74.0,keep
38,146,74.0,keep
39,143,74.0,keep
50,146,74.0,keep
50,228,74.0,keep
51,161,74.0,keep
52,145,74.0,keep
60,178,74.0,keep
61,136,74.0,keep
61,138,74.0,keep
61,174,74.0,keep
4,182,75.0,keep
7,145,75.0,keep
7,168,75.0,keep
7,190,75.0,keep
8,139,75.0,keep
9,229,75.0,keep
15,155,75.0,keep
21,146,75.0,keep
21,174,75.0,keep
25,130,75.0,keep
34,130,75.0,keep
41,156,75.0,keep
43,143,75.0,keep
43,146,75.0,keep
46,233,75.0,keep
47,160,75.0,keep
50,140,75.0,keep
59,143,75.0,keep
60,158,75.0,keep
4,165,76.0,keep
4,186,76.0,keep
6,179,76.0,keep
14,133,76.0,keep
16,146,76.0,keep
16,185,76.0,keep
20,150,76.0,keep
28,188,76.0,keep
33,0,76.0,keep
33,138,76.0,keep
34,147,76.0,keep
40,187,76.0,keep
46,149,76.0,keep
46,188,76.0,keep
47,231,76.0,keep
48,182,76.0,keep
49,190,76.0,keep
53,166,76.0,keep
1,174,77.0,keep
2,165,77.0,keep
10,193,77.0,keep
12,184,77.0,keep
13,231,77.0,keep
17,185,77.0,keep
22,190,77.0,keep
23,193,77.0,keep
24,176,77.0,keep
26,183,77.0,keep
27,138,77.0,keep
28,169,77.0,keep
34,188,77.0,keep
41,155,77.0,keep
44,162,77.0,keep
47,172,77.0,keep
49,193,77.0,keep
53,168,77.0,keep
53,184,77.0,keep
56,136,77.0,keep
61,166,77.0,keep
0,137,78.0,keep
4,154,78.0,keep
5,140,78.0,keep
5,144,78.0,keep
8,237,78.0,keep
18,189,78.0,keep
18,190,78.0,keep
24,159,78.0,keep
27,168,78.0,keep
29,186,78.0,keep
31,191,78.0,keep
31,228,78.0,keep
39,141,78.0,keep
39,176,78.0,keep
42,130,78.0,keep
42,175,78.0,keep
43,137,78.0,keep
43,174,78.0,keep
43,191,78.0,keep
48,140,78.0,keep
51,169,78.0,keep
52,153,78.0,keep
53,148,78.0,keep
1,155,79.0,keep
12,133,79.0,keep
16,179,79.0,keep
17,133,79.0,keep
18,139,79.0,keep
23,167,79.0,keep
25,186,79.0,keep
27,172,79.0,keep
27,184,79.0,keep
31,176,79.0,keep
32,190,79.0,keep
37,226,79.0,keep
42,145,79.0,keep
45,170,79.0,keep
48,234,79.0,keep
55,189,79.0,keep
59,172,79.0,keep
0,176,80.0,keep
2,228,80.0,keep
11,181,80.0,keep
13,193,80.0,keep
18,159,80.0,keep
19,146,80.0,keep
20,186,80.0,keep
25,144,80.0,keep
28,186,80.0,keep
35,187,80.0,keep
35,229,80.0,keep
35,230,80.0,keep
40,179,80.0,keep
44,226,80.0,keep
50,176,80.0,keep
51,0,80.0,keep
58,186,80.0,keep
61,146,80.0,keep
0,160,81.0,keep
1,161,81.0,keep
5,134,81.0,keep
5,169,81.0,keep
7,148,81.0,keep
8,184,81.0,keep
11,148,81.0,keep
12,149,81.0,keep
16,234,81.0,keep
27,181,81.0,keep
33,142,81.0,keep
33,150,81.0,keep
37,148,81.0,keep
38,154,81.0,keep
38,168,81.0,keep
41,135,81.0,keep
45,166,81.0,keep
53,190,81.0,keep
58,145,81.0,keep
61,225,81.0,keep
6,167,82.0,keep
7,238,82.0,keep
13,160,82.0,keep
18,129,82.0,keep
24,162,82.0,keep
35,156,82.0,keep
35,237,82.0,keep
39,132,82.0,keep
40,229,82.0,keep
42,182,82.0,keep
43,138,82.0,keep
44,159,82.0,keep
46,161,82.0,keep
46,174,82.0,keep
57,234,82.0,keep
58,225,82.0,keep
2,140,83.0,keep
5,228,83.0,keep
7,239,83.0,keep
18,148,83.0,keep
18,164,83.0,keep
19,134,83.0,keep
20,160,83.0,keep
20,188,83.0,keep
21,140,83.0,keep
21,180,83.0,keep
22,160,83.0,keep
24,172,83.0,keep
24,173,83.0,keep
30,183,83.0,keep
36,150,83.0,keep
40,132,83.0,keep
41,154,83.0,keep
49,157,83.0,keep
51,152,83.0,keep
52,239,83.0,keep
56,163,83.0,keep
58,167,83.0,keep
58,191,83.0,keep
60,130,83.0,keep
60,174,83.0,keep
1,158,84.0,keep
7,132,84.0,keep
7,149,84.0,keep
16,189,84.0,keep
21,170,84.0,keep
27,142,84.0,keep
35,173,84.0,keep
35,235,84.0,keep
38,138,84.0,keep
47,190,84.0,keep
54,238,84.0,keep
57,137,84.0,keep
59,161,84.0,keep
60,225,84.0,keep
1,235,85.0,keep
4,140,85.0,keep
4,183,85.0,keep
5,189,85.0,keep
12,164,85.0,keep
12,227,85.0,keep
14,132,85.0,keep
15,235,85.0,keep
16,193,85.0,keep
18,188,85.0,keep
21,165,85.0,keep
25,165,85.0,keep
36,148,85.0,keep
38,228,85.0,keep
42,169,85.0,keep
43,180,85.0,keep
45,161,85.0,keep
45,176,85.0,keep
45,191,85.0,keep
50,169,85.0,keep
51,132,85.0,keep
51,158,85.0,keep
54,157,85.0,keep
55,164,85.0,keep
56,142,85.0,keep
56,154,85.0,keep
60,233,85.0,keep
2,161,86.0,keep
3,238,86.0,keep
4,174,86.0,keep
5,239,86.0,keep
6,183,86.0,keep
9,228,86.0,keep
16,147,86.0,keep
17,144,86.0,keep
17,188,86.0,keep
22,145,86.0,keep
22,241,86.0,keep
25,177,86.0,keep
27,242,86.0,keep
30,176,86.0,keep
33,151,86.0,keep
34,235,86.0,keep
35,243,86.0,keep
39,167,86.0,keep
41,235,86.0,keep
50,171,86.0,keep
51,233,86.0,keep
52,188,86.0,keep
52,234,86.0,keep
60,144,86.0,keep
3,151,87.0,keep
3,176,87.0,keep
8,225,87.0,keep
10,162,87.0,keep
15,137,87.0,keep
18,193,87.0,keep
23,181,87.0,keep
29,170,87.0,keep
30,184,87.0,keep
31,152,87.0,keep
31,227,87.0,keep
32,155,87.0,keep
34,146,87.0,keep
43,135,87.0,keep
43,229,87.0,keep
47,225,87.0,keep
48,183,87.0,keep
50,136,87.0,keep
51,245,87.0,keep
1,173,88.0,keep
1,229,88.0,keep
4,136,88.0,keep
7,165,88.0,keep
7,189,88.0,keep
11,136,88.0,keep
13,130,88.0,keep
16,0,88.0,keep
16,145,88.0,keep
16,236,88.0,keep
21,153,88.0,keep
23,168,88.0,keep
25,185,88.0,keep
28,183,88.0,keep
37,177,88.0,keep
41,136,88.0,keep
41,146,88.0,keep
41,148,88.0,keep
44,176,88.0,keep
48,132,88.0,keep
51,182,88.0,keep
51,185,88.0,keep
53,163,88.0,keep
53,239,88.0,keep
55,243,88.0,keep
0,143,89.0,keep
0,155,89.0,keep
0,158,89.0,keep
4,190,89.0,keep
8,147,89.0,keep
9,142,89.0,keep
11,154,89.0,keep
11,166,89.0,keep
15,232,89.0,keep
19,143,89.0,keep
23,131,89.0,keep
23,143,89.0,keep
27,190,89.0,keep
34,159,89.0,keep
34,232,89.0,keep
34,234,89.0,keep
38,186,89.0,keep
39,140,89.0,keep
40,156,89.0,keep
45,160,89.0,keep
55,237,89.0,keep
0,144,90.0,keep
3,181,90.0,keep
7,166,90.0,keep
10,139,90.0,keep
12,132,90.0,keep
14,156,90.0,keep
15,138,90.0,keep
19,150,90.0,keep
26,247,90.0,keep
31,174,90.0,keep
31,181,90.0,keep
37,185,90.0,keep
38,130,90.0,keep
40,184,90.0,keep
42,151,90.0,keep
44,191,90.0,keep
47,174,90.0,keep
51,130,90.0,keep
51,242,90.0,keep
52,148,90.0,keep
57,239,90.0,keep
60,153,90.0,keep
1,137,91.0,keep
8,152,91.0,keep
12,244,91.0,keep
17,139,91.0,keep
17,174,91.0,keep
22,156,91.0,keep
22,189,91.0,keep
23,136,91.0,keep
27,229,91.0,keep
29,167,91.0,keep
31,148,91.0,keep
33,167,91.0,keep
36,0,91.0,keep
38,160,91.0,keep
38,176,91.0,keep
38,230,91.0,keep
40,246,91.0,keep
41,238,91.0,keep
43,225,91.0,keep
45,131,91.0,keep
46,152,91.0,keep
47,180,91.0,keep
47,242,91.0,keep
48,131,91.0,keep
48,158,91.0,keep
52,151,91.0,keep
54,130,91.0,keep
54,143,91.0,keep
55,247,91.0,keep
59,239,91.0,keep
1,184,92.0,keep
2,233,92.0,keep
4,131,92.0,keep
4,230,92.0,keep
5,173,92.0,keep
8,178,92.0,keep
11,187,92.0,keep
12,162,92.0,keep
17,232,92.0,keep
18,242,92.0,keep
23,188,92.0,keep
25,134,92.0,keep
25,227,92.0,keep
33,130,92.0,keep
33,230,92.0,keep
34,137,92.0,keep
34,154,92.0,keep
34,239,92.0,keep
46,191,92.0,keep
49,162,92.0,keep
54,141,92.0,keep
61,142,92.0,keep
1,177,93.0,keep
2,144,93.0,keep
3,244,93.0,keep
7,184,93.0,keep
10,138,93.0,keep
11,183,93.0,keep
19,173,93.0,keep
20,144,93.0,keep
20,187,93.0,keep
24,188,93.0,keep
27,147,93.0,keep
27,238,93.0,keep
32,229,93.0,keep
36,130,93.0,keep
37,181,93.0,keep
40,249,93.0,keep
42,180,93.0,keep
42,187,93.0,keep
43,153,93.0,keep
44,233,93.0,keep
46,176,93.0,keep
48,239,93.0,keep
50,230,93.0,keep
52,130,93.0,keep
53,155,93.0,keep
56,164,93.0,keep
3,183,94.0,keep
4,181,94.0,keep
9,138,94.0,keep
11,133,94.0,keep
11,137,94.0,keep
14,179,94.0,keep
15,163,94.0,keep
16,188,94.0,keep
21,225,94.0,keep
22,184,94.0,keep
23,235,94.0,keep
33,157,94.0,keep
37,164,94.0,keep
39,130,94.0,keep
39,153,94.0,keep
39,242,94.0,keep
40,233,94.0,keep
42,142,94.0,keep
44,152,94.0,keep
51,175,94.0,keep
56,252,94.0,keep
59,167,94.0,keep
59,247,94.0,keep
61,169,94.0,keep
2,172,95.0,keep
4,226,95.0,keep
14,164,95.0,keep
20,230,95.0,keep
20,251,95.0,keep
21,226,95.0,keep
28,233,95.0,keep
29,232,95.0,keep
33,137,95.0,keep
35,146,95.0,keep
35,234,95.0,keep
37,153,95.0,keep
40,166,95.0,keep
42,234,95.0,keep
42,252,95.0,keep
43,130,95.0,keep
50,159,95.0,keep
51,164,95.0,keep
51,239,95.0,keep
55,137,95.0,keep
55,184,95.0,keep
56,169,95.0,keep
57,138,95.0,keep
57,144,95.0,keep
4,162,96.0,keep
5,152,96.0,keep
5,234,96.0,keep
5,238,96.0,keep
12,246,96.0,keep
14,178,96.0,keep
16,161,96.0,keep
19,164,96.0,keep
23,135,96.0,keep
25,244,96.0,keep
25,248,96.0,keep
28,229,96.0,keep
30,246,96.0,keep
33,166,96.0,keep
35,191,96.0,keep
38,143,96.0,keep
41,158,96.0,keep
46,237,96.0,keep
50,130,96.0,keep
51,142,96.0,keep
54,169,96.0,keep
57,161,96.0,keep
58,184,96.0,keep
2,152,97.0,keep
6,173,97.0,keep
9,151,97.0,keep
10,241,97.0,keep
12,188,97.0,keep
17,159,97.0,keep
17,176,97.0,keep
20,141,97.0,keep
20,233,97.0,keep
26,225,97.0,keep
27,129,97.0,keep
27,183,97.0,keep
28,143,97.0,keep
30,193,97.0,keep
32,183,97.0,keep
34,180,97.0,keep
35,165,97.0,keep
40,172,97.0,keep
41,166,97.0,keep
42,232,97.0,keep
0,187,98.0,keep
1,172,98.0,keep
2,183,98.0,keep
28,170,98.0,keep
31,151,98.0,keep
31,193,98.0,keep
32,224,98.0,keep
33,175,98.0,keep
34,158,98.0,keep
35,188,98.0,keep
37,0,98.0,keep
38,252,98.0,keep
44,168,98.0,keep
45,129,98.0,keep
45,172,98.0,keep
45,181,98.0,keep
46,246,98.0,keep
47,235,98.0,keep
48,174,98.0,keep
53,186,98.0,keep
53,234,98.0,keep
54,185,98.0,keep
55,134,98.0,keep
60,129,98.0,keep
2,134,99.0,keep
6,239,99.0,keep
7,156,99.0,keep
7,178,99.0,keep
9,131,99.0,keep
9,180,99.0,keep
10,177,99.0,keep
11,131,99.0,keep
12,139,99.0,keep
17,177,99.0,keep
21,147,99.0,keep
24,165,99.0,keep
26,173,99.0,keep
28,131,99.0,keep
29,191,99.0,keep
29,225,99.0,keep
31,230,99.0,keep
35,180,99.0,keep
36,153,99.0,keep
37,135,99.0,keep
41,240,99.0,keep
45,158,99.0,keep
55,233,99.0,keep
56,238,99.0,keep
57,145,99.0,keep
57,236,99.0,keep
59,162,99.0,keep
1,193,100.0,keep
3,156,100.0,keep
9,191,100.0,keep
12,251,100.0,keep
16,151,100.0,keep
16,228,100.0,keep
18,236,100.0,keep
21,166,100.0,keep
24,141,100.0,keep
26,195,100.0,keep
26,227,100.0,keep
38,185,100.0,keep
38,226,100.0,keep
43,234,100.0,keep
45,233,100.0,keep
45,236,100.0,keep
46,234,100.0,keep
48,0,100.0,keep
52,169,100.0,keep
53,152,100.0,keep
54,129,100.0,keep
58,177,100.0,keep
0,222,101.0,keep
1,140,101.0,keep
3,195,101.0,keep
4,251,101.0,keep
10,143,101.0,keep
12,176,101.0,keep
16,237,101.0,keep
20,228,101.0,keep
29,157,101.0,keep
34,195,101.0,keep
37,130,101.0,keep
37,240,101.0,keep
40,155,101.0,keep
40,160,101.0,keep
41,161,101.0,keep
55,146,101.0,keep
56,140,101.0,keep
58,166,101.0,keep
60,166,101.0,keep
61,179,101.0,keep
3,224,102.0,keep
5,149,102.0,keep
8,159,102.0,keep
12,237,102.0,keep
13,144,102.0,keep
13,155,102.0,keep
14,191,102.0,keep
14,231,102.0,keep
19,237,102.0,keep
23,189,102.0,keep
26,245,102.0,keep
27,174,102.0,keep
31,0,102.0,keep
32,132,102.0,keep
32,245,102.0,keep
39,173,102.0,keep
45,194,102.0,keep
46,187,102.0,keep
46,252,102.0,keep
48,156,102.0,keep
53,246,102.0,keep
59,135,102.0,keep
59,229,102.0,keep
61,182,102.0,keep
0,133,103.0,keep
1,150,103.0,keep
5,167,103.0,keep
5,170,103.0,keep
5,226,103.0,keep
6,138,103.0,keep
13,174,103.0,keep
15,183,103.0,keep
15,252,103.0,keep
17,228,103.0,keep
22,252,103.0,keep
23,184,103.0,keep
29,198,103.0,keep
32,0,103.0,keep
33,139,103.0,keep
34,192,103.0,keep
38,147,103.0,keep
47,237,103.0,keep
48,191,103.0,keep
53,252,103.0,keep
55,176,103.0,keep
55,231,103.0,keep
60,165,103.0,keep
60,175,103.0,keep
1,163,104.0,keep
2,164,104.0,keep
5,137,104.0,keep
7,161,104.0,keep
21,238,104.0,keep
25,142,104.0,keep
25,170,104.0,keep
25,178,104.0,keep
