layer,expert,rank_sum,action
16,229,253.0,keep
16,245,253.0,keep
17,141,253.0,keep
17,154,253.0,keep
17,165,253.0,keep
18,241,253.0,keep
22,54,253.0,keep
24,58,253.0,keep
24,132,253.0,keep
25,195,253.0,keep
26,233,253.0,keep
27,0,253.0,keep
31,154,253.0,keep
31,190,253.0,keep
32,10,253.0,keep
34,221,253.0,keep
40,235,253.0,keep
44,16,253.0,keep
44,221,253.0,keep
46,132,253.0,keep
46,139,253.0,keep
47,156,253.0,keep
47,216,253.0,keep
48,153,253.0,keep
49,180,253.0,keep
50,50,253.0,keep
50,147,253.0,keep
50,194,253.0,keep
50,251,253.0,keep
51,208,253.0,keep
53,42,253.0,keep
55,191,253.0,keep
60,10,253.0,keep
61,176,253.0,keep
61,194,253.0,keep
61,233,253.0,keep
0,29,254.0,keep
1,130,254.0,keep
1,222,254.0,keep
8,33,254.0,keep
8,182,254.0,keep
10,1,254.0,keep
11,6,254.0,keep
11,129,254.0,keep
13,195,254.0,keep
15,200,254.0,keep
15,204,254.0,keep
19,54,254.0,keep
19,206,254.0,keep
20,41,254.0,keep
20,44,254.0,keep
21,156,254.0,keep
24,168,254.0,keep
27,182,254.0,keep
28,243,254.0,keep
34,128,254.0,keep
34,134,254.0,keep
37,192,254.0,keep
38,9,254.0,keep
38,227,254.0,keep
40,143,254.0,keep
46,197,254.0,keep
47,206,254.0,keep
49,26,254.0,keep
51,137,254.0,keep
52,248,254.0,keep
58,37,254.0,keep
59,190,254.0,keep
60,54,254.0,keep
3,46,255.0,keep
6,43,255.0,keep
8,167,255.0,keep
11,126,255.0,keep
11,190,255.0,keep
13,224,255.0,keep
15,131,255.0,keep
16,126,255.0,keep
19,51,255.0,keep
22,49,255.0,keep
23,154,255.0,keep
25,207,255.0,keep
27,178,255.0,keep
27,189,255.0,keep
27,225,255.0,keep
32,235,255.0,keep
32,239,255.0,keep
34,197,255.0,keep
37,173,255.0,keep
38,241,255.0,keep
41,54,255.0,keep
42,206,255.0,keep
43,5,255.0,keep
43,173,255.0,keep
43,200,255.0,keep
44,138,255.0,keep
44,242,255.0,keep
45,248,255.0,keep
48,39,255.0,keep
48,163,255.0,keep
51,47,255.0,keep
52,138,255.0,keep
57,214,255.0,keep
0,206,256.0,keep
3,7,256.0,keep
4,195,256.0,keep
8,192,256.0,keep
8,248,256.0,keep
9,35,256.0,keep
10,199,256.0,keep
12,189,256.0,keep
15,211,256.0,keep
16,183,256.0,keep
16,199,256.0,keep
19,230,256.0,keep
20,38,256.0,keep
20,212,256.0,keep
21,178,256.0,keep
22,143,256.0,keep
22,161,256.0,keep
24,250,256.0,keep
25,160,256.0,keep
25,174,256.0,keep
25,230,256.0,keep
25,243,256.0,keep
27,61,256.0,keep
27,222,256.0,keep
29,20,256.0,keep
30,170,256.0,keep
34,202,256.0,keep
35,133,256.0,keep
36,173,256.0,keep
37,60,256.0,keep
38,134,256.0,keep
38,140,256.0,keep
38,172,256.0,keep
40,0,256.0,keep
41,251,256.0,keep
43,231,256.0,keep
44,150,256.0,keep
46,160,256.0,keep
46,239,256.0,keep
46,243,256.0,keep
47,214,256.0,keep
53,202,256.0,keep
54,208,256.0,keep
54,219,256.0,keep
56,35,256.0,keep
56,179,256.0,keep
60,50,256.0,keep
61,2,256.0,keep
61,189,256.0,keep
61,245,256.0,keep
0,150,257.0,keep
4,173,257.0,keep
4,215,257.0,keep
7,37,257.0,keep
7,180,257.0,keep
7,221,257.0,keep
13,148,257.0,keep
15,248,257.0,keep
16,137,257.0,keep
16,166,257.0,keep
19,228,257.0,keep
22,159,257.0,keep
22,213,257.0,keep
22,228,257.0,keep
25,247,257.0,keep
26,188,257.0,keep
30,146,257.0,keep
30,216,257.0,keep
31,231,257.0,keep
31,253,257.0,keep
32,6,257.0,keep
33,42,257.0,keep
37,235,257.0,keep
38,232,257.0,keep
38,250,257.0,keep
39,185,257.0,keep
42,205,257.0,keep
42,220,257.0,keep
48,223,257.0,keep
49,142,257.0,keep
49,161,257.0,keep
49,200,257.0,keep
52,160,257.0,keep
53,156,257.0,keep
53,167,257.0,keep
54,1,257.0,keep
56,178,257.0,keep
56,183,257.0,keep
56,250,257.0,keep
57,233,257.0,keep
59,164,257.0,keep
60,203,257.0,keep
60,204,257.0,keep
2,11,258.0,keep
2,55,258.0,keep
2,243,258.0,keep
4,149,258.0,keep
4,232,258.0,keep
5,168,258.0,keep
7,26,258.0,keep
8,234,258.0,keep
10,249,258.0,keep
16,165,258.0,keep
19,3,258.0,keep
19,159,258.0,keep
21,30,258.0,keep
21,199,258.0,keep
21,235,258.0,keep
24,148,258.0,keep
25,56,258.0,keep
26,5,258.0,keep
26,136,258.0,keep
26,158,258.0,keep
27,247,258.0,keep
29,197,258.0,keep
29,242,258.0,keep
30,56,258.0,keep
31,197,258.0,keep
33,241,258.0,keep
34,10,258.0,keep
34,51,258.0,keep
35,232,258.0,keep
38,248,258.0,keep
39,213,258.0,keep
40,152,258.0,keep
40,243,258.0,keep
41,59,258.0,keep
43,252,258.0,keep
44,199,258.0,keep
45,210,258.0,keep
48,249,258.0,keep
51,204,258.0,keep
54,187,258.0,keep
56,132,258.0,keep
57,142,258.0,keep
58,217,258.0,keep
61,185,258.0,keep
61,187,258.0,keep
3,145,259.0,keep
6,45,259.0,keep
7,208,259.0,keep
8,165,259.0,keep
9,168,259.0,keep
12,143,259.0,keep
12,205,259.0,keep
13,59,259.0,keep
13,251,259.0,keep
18,208,259.0,keep
20,129,259.0,keep
21,2,259.0,keep
21,207,259.0,keep
31,55,259.0,keep
31,131,259.0,keep
32,5,259.0,keep
32,181,259.0,keep
33,207,259.0,keep
34,168,259.0,keep
34,176,259.0,keep
35,45,259.0,keep
35,221,259.0,keep
35,225,259.0,keep
37,29,259.0,keep
37,154,259.0,keep
37,174,259.0,keep
37,207,259.0,keep
38,191,259.0,keep
39,58,259.0,keep
40,58,259.0,keep
43,240,259.0,keep
45,36,259.0,keep
50,34,259.0,keep
50,217,259.0,keep
51,126,259.0,keep
51,196,259.0,keep
54,32,259.0,keep
55,150,259.0,keep
55,186,259.0,keep
56,41,259.0,keep
58,242,259.0,keep
1,153,260.0,keep
4,197,260.0,keep
7,52,260.0,keep
12,56,260.0,keep
13,6,260.0,keep
13,131,260.0,keep
14,33,260.0,keep
15,191,260.0,keep
15,220,260.0,keep
17,43,260.0,keep
18,5,260.0,keep
18,140,260.0,keep
19,179,260.0,keep
21,34,260.0,keep
22,153,260.0,keep
23,2,260.0,keep
24,170,260.0,keep
27,137,260.0,keep
27,176,260.0,keep
27,217,260.0,keep
31,53,260.0,keep
34,251,260.0,keep
40,1,260.0,keep
40,130,260.0,keep
41,179,260.0,keep
44,185,260.0,keep
51,7,260.0,keep
52,47,260.0,keep
52,176,260.0,keep
53,153,260.0,keep
55,9,260.0,keep
55,20,260.0,keep
56,59,260.0,keep
56,172,260.0,keep
58,59,260.0,keep
58,241,260.0,keep
59,44,260.0,keep
59,215,260.0,keep
60,235,260.0,keep
61,51,260.0,keep
4,158,261.0,keep
6,217,261.0,keep
6,225,261.0,keep
6,231,261.0,keep
7,42,261.0,keep
7,200,261.0,keep
10,136,261.0,keep
10,250,261.0,keep
14,186,261.0,keep
15,166,261.0,keep
15,250,261.0,keep
21,130,261.0,keep
27,54,261.0,keep
27,248,261.0,keep
28,191,261.0,keep
31,146,261.0,keep
31,183,261.0,keep
31,203,261.0,keep
32,150,261.0,keep
33,185,261.0,keep
35,220,261.0,keep
36,233,261.0,keep
39,224,261.0,keep
40,211,261.0,keep
43,2,261.0,keep
43,189,261.0,keep
43,221,261.0,keep
44,161,261.0,keep
47,198,261.0,keep
47,217,261.0,keep
48,242,261.0,keep
49,205,261.0,keep
49,227,261.0,keep
50,189,261.0,keep
53,208,261.0,keep
54,196,261.0,keep
56,38,261.0,keep
56,134,261.0,keep
56,251,261.0,keep
57,149,261.0,keep
59,33,261.0,keep
59,136,261.0,keep
60,29,261.0,keep
2,150,262.0,keep
6,141,262.0,keep
10,160,262.0,keep
10,202,262.0,keep
10,230,262.0,keep
13,167,262.0,keep
13,178,262.0,keep
14,218,262.0,keep
15,187,262.0,keep
19,221,262.0,keep
20,149,262.0,keep
21,191,262.0,keep
26,61,262.0,keep
33,132,262.0,keep
33,216,262.0,keep
36,131,262.0,keep
36,248,262.0,keep
37,225,262.0,keep
37,242,262.0,keep
44,225,262.0,keep
47,147,262.0,keep
48,189,262.0,keep
51,150,262.0,keep
52,139,262.0,keep
52,185,262.0,keep
53,4,262.0,keep
53,129,262.0,keep
53,171,262.0,keep
54,29,262.0,keep
54,51,262.0,keep
55,193,262.0,keep
57,52,262.0,keep
58,238,262.0,keep
59,222,262.0,keep
60,181,262.0,keep
60,189,262.0,keep
61,59,262.0,keep
61,217,262.0,keep
0,223,263.0,keep
2,48,263.0,keep
5,139,263.0,keep
5,188,263.0,keep
6,200,263.0,keep
10,229,263.0,keep
12,126,263.0,keep
12,202,263.0,keep
16,217,263.0,keep
18,161,263.0,keep
21,9,263.0,keep
21,20,263.0,keep
21,48,263.0,keep
22,220,263.0,keep
23,223,263.0,keep
25,219,263.0,keep
29,2,263.0,keep
31,170,263.0,keep
33,148,263.0,keep
37,16,263.0,keep
39,179,263.0,keep
39,196,263.0,keep
40,182,263.0,keep
40,236,263.0,keep
42,49,263.0,keep
46,144,263.0,keep
47,177,263.0,keep
48,168,263.0,keep
52,177,263.0,keep
53,151,263.0,keep
54,35,263.0,keep
54,132,263.0,keep
56,223,263.0,keep
58,2,263.0,keep
58,221,263.0,keep
60,146,263.0,keep
0,230,264.0,keep
1,191,264.0,keep
1,234,264.0,keep
2,234,264.0,keep
3,36,264.0,keep
3,210,264.0,keep
4,129,264.0,keep
7,47,264.0,keep
7,205,264.0,keep
7,223,264.0,keep
8,150,264.0,keep
9,171,264.0,keep
10,186,264.0,keep
11,7,264.0,keep
12,177,264.0,keep
13,129,264.0,keep
16,135,264.0,keep
17,156,264.0,keep
18,169,264.0,keep
19,176,264.0,keep
19,194,264.0,keep
21,26,264.0,keep
21,40,264.0,keep
25,212,264.0,keep
28,177,264.0,keep
28,194,264.0,keep
29,34,264.0,keep
29,179,264.0,keep
32,175,264.0,keep
34,3,264.0,keep
36,222,264.0,keep
38,231,264.0,keep
39,168,264.0,keep
39,187,264.0,keep
42,178,264.0,keep
47,29,264.0,keep
47,127,264.0,keep
48,128,264.0,keep
48,130,264.0,keep
48,209,264.0,keep
50,42,264.0,keep
51,146,264.0,keep
55,159,264.0,keep
58,44,264.0,keep
58,183,264.0,keep
59,232,264.0,keep
60,242,264.0,keep
0,212,265.0,keep
3,53,265.0,keep
4,40,265.0,keep
5,242,265.0,keep
9,223,265.0,keep
13,29,265.0,keep
14,174,265.0,keep
16,210,265.0,keep
17,128,265.0,keep
17,212,265.0,keep
17,226,265.0,keep
21,184,265.0,keep
22,181,265.0,keep
22,196,265.0,keep
24,238,265.0,keep
27,127,265.0,keep
27,211,265.0,keep
30,252,265.0,keep
31,239,265.0,keep
32,16,265.0,keep
32,35,265.0,keep
33,169,265.0,keep
33,239,265.0,keep
34,157,265.0,keep
35,158,265.0,keep
35,218,265.0,keep
36,3,265.0,keep
38,219,265.0,keep
41,222,265.0,keep
46,181,265.0,keep
48,16,265.0,keep
51,4,265.0,keep
55,211,265.0,keep
58,206,265.0,keep
60,228,265.0,keep
1,238,266.0,keep
2,126,266.0,keep
2,155,266.0,keep
5,157,266.0,keep
9,186,266.0,keep
10,218,266.0,keep
11,219,266.0,keep
13,179,266.0,keep
14,42,266.0,keep
15,146,266.0,keep
15,225,266.0,keep
17,38,266.0,keep
20,174,266.0,keep
20,234,266.0,keep
21,61,266.0,keep
21,183,266.0,keep
22,130,266.0,keep
22,205,266.0,keep
27,5,266.0,keep
28,11,266.0,keep
28,185,266.0,keep
30,48,266.0,keep
30,189,266.0,keep
32,249,266.0,keep
33,128,266.0,keep
34,2,266.0,keep
35,215,266.0,keep
38,32,266.0,keep
39,57,266.0,keep
39,226,266.0,keep
41,139,266.0,keep
41,140,266.0,keep
44,158,266.0,keep
46,34,266.0,keep
49,53,266.0,keep
49,58,266.0,keep
49,211,266.0,keep
52,29,266.0,keep
52,134,266.0,keep
53,240,266.0,keep
54,49,266.0,keep
54,153,266.0,keep
54,155,266.0,keep
55,132,266.0,keep
56,8,266.0,keep
59,191,266.0,keep
60,209,266.0,keep
1,54,267.0,keep
2,141,267.0,keep
2,239,267.0,keep
3,130,267.0,keep
4,152,267.0,keep
5,182,267.0,keep
5,209,267.0,keep
7,136,267.0,keep
7,237,267.0,keep
9,207,267.0,keep
9,219,267.0,keep
17,173,267.0,keep
17,220,267.0,keep
19,50,267.0,keep
20,31,267.0,keep
22,227,267.0,keep
23,225,267.0,keep
24,147,267.0,keep
26,248,267.0,keep
31,49,267.0,keep
33,158,267.0,keep
34,26,267.0,keep
35,199,267.0,keep
38,218,267.0,keep
39,214,267.0,keep
40,146,267.0,keep
40,189,267.0,keep
42,204,267.0,keep
44,41,267.0,keep
44,215,267.0,keep
50,138,267.0,keep
50,192,267.0,keep
51,211,267.0,keep
54,26,267.0,keep
56,244,267.0,keep
58,189,267.0,keep
0,252,268.0,keep
1,252,268.0,keep
4,252,268.0,keep
7,20,268.0,keep
7,154,268.0,keep
7,229,268.0,keep
9,55,268.0,keep
9,127,268.0,keep
10,130,268.0,keep
10,157,268.0,keep
10,173,268.0,keep
11,5,268.0,keep
11,220,268.0,keep
11,230,268.0,keep
14,193,268.0,keep
14,228,268.0,keep
20,128,268.0,keep
22,197,268.0,keep
25,189,268.0,keep
30,205,268.0,keep
31,30,268.0,keep
35,236,268.0,keep
37,49,268.0,keep
38,173,268.0,keep
40,2,268.0,keep
45,30,268.0,keep
47,43,268.0,keep
47,218,268.0,keep
48,186,268.0,keep
49,252,268.0,keep
50,156,268.0,keep
51,199,268.0,keep
52,131,268.0,keep
54,8,268.0,keep
54,146,268.0,keep
54,207,268.0,keep
55,149,268.0,keep
57,61,268.0,keep
57,212,268.0,keep
58,40,268.0,keep
58,55,268.0,keep
58,148,268.0,keep
0,129,269.0,keep
4,209,269.0,keep
10,6,269.0,keep
10,233,269.0,keep
11,250,269.0,keep
12,40,269.0,keep
12,127,269.0,keep
14,209,269.0,keep
16,231,269.0,keep
18,1,269.0,keep
18,253,269.0,keep
19,136,269.0,keep
23,142,269.0,keep
24,224,269.0,keep
25,140,269.0,keep
29,217,269.0,keep
31,4,269.0,keep
32,223,269.0,keep
34,231,269.0,keep
34,241,269.0,keep
35,41,269.0,keep
36,40,269.0,keep
36,51,269.0,keep
37,126,269.0,keep
41,57,269.0,keep
42,213,269.0,keep
43,157,269.0,keep
44,33,269.0,keep
46,156,269.0,keep
47,42,269.0,keep
49,37,269.0,keep
49,152,269.0,keep
52,52,269.0,keep
52,143,269.0,keep
54,252,269.0,keep
55,222,269.0,keep
56,153,269.0,keep
56,190,269.0,keep
56,210,269.0,keep
59,188,269.0,keep
61,126,269.0,keep
61,238,269.0,keep
0,251,270.0,keep
2,145,270.0,keep
4,5,270.0,keep
4,36,270.0,keep
4,211,270.0,keep
5,61,270.0,keep
8,127,270.0,keep
9,139,270.0,keep
12,20,270.0,keep
14,155,270.0,keep
16,207,270.0,keep
16,209,270.0,keep
17,195,270.0,keep
20,227,270.0,keep
23,156,270.0,keep
26,204,270.0,keep
31,41,270.0,keep
34,250,270.0,keep
39,129,270.0,keep
40,32,270.0,keep
40,217,270.0,keep
41,52,270.0,keep
42,158,270.0,keep
44,157,270.0,keep
47,137,270.0,keep
48,8,270.0,keep
51,57,270.0,keep
53,181,270.0,keep
54,131,270.0,keep
55,48,270.0,keep
56,181,270.0,keep
58,155,270.0,keep
59,234,270.0,keep
60,1,270.0,keep
3,146,271.0,keep
7,147,271.0,keep
9,145,271.0,keep
10,252,271.0,keep
12,5,271.0,keep
12,37,271.0,keep
13,221,271.0,keep
14,217,271.0,keep
15,58,271.0,keep
20,137,271.0,keep
27,208,271.0,keep
27,220,271.0,keep
28,230,271.0,keep
30,29,271.0,keep
31,200,271.0,keep
32,153,271.0,keep
32,179,271.0,keep
36,195,271.0,keep
36,206,271.0,keep
39,26,271.0,keep
39,37,271.0,keep
39,146,271.0,keep
40,180,271.0,keep
41,138,271.0,keep
42,133,271.0,keep
43,181,271.0,keep
44,31,271.0,keep
48,60,271.0,keep
53,26,271.0,keep
53,189,271.0,keep
54,212,271.0,keep
56,246,271.0,keep
57,49,271.0,keep
57,248,271.0,keep
60,133,271.0,keep
60,211,271.0,keep
2,2,272.0,keep
3,10,272.0,keep
4,48,272.0,keep
4,58,272.0,keep
4,233,272.0,keep
7,226,272.0,keep
8,135,272.0,keep
8,160,272.0,keep
9,43,272.0,keep
10,41,272.0,keep
11,51,272.0,keep
11,130,272.0,keep
11,236,272.0,keep
12,144,272.0,keep
13,183,272.0,keep
13,191,272.0,keep
17,138,272.0,keep
17,148,272.0,keep
19,135,272.0,keep
20,223,272.0,keep
25,231,272.0,keep
26,37,272.0,keep
27,214,272.0,keep
28,241,272.0,keep
29,147,272.0,keep
29,250,272.0,keep
30,36,272.0,keep
30,191,272.0,keep
33,131,272.0,keep
34,6,272.0,keep
34,179,272.0,keep
35,228,272.0,keep
36,2,272.0,keep
42,181,272.0,keep
43,235,272.0,keep
45,249,272.0,keep
46,178,272.0,keep
46,247,272.0,keep
47,179,272.0,keep
47,247,272.0,keep
49,160,272.0,keep
51,6,272.0,keep
51,195,272.0,keep
53,231,272.0,keep
56,20,272.0,keep
58,178,272.0,keep
60,237,272.0,keep
0,147,273.0,keep
0,226,273.0,keep
1,32,273.0,keep
1,216,273.0,keep
5,49,273.0,keep
5,214,273.0,keep
6,187,273.0,keep
9,213,273.0,keep
9,238,273.0,keep
10,35,273.0,keep
10,57,273.0,keep
10,228,273.0,keep
12,135,273.0,keep
13,197,273.0,keep
14,183,273.0,keep
15,210,273.0,keep
16,52,273.0,keep
17,46,273.0,keep
18,144,273.0,keep
18,186,273.0,keep
20,37,273.0,keep
21,240,273.0,keep
25,226,273.0,keep
26,127,273.0,keep
27,53,273.0,keep
29,184,273.0,keep
29,248,273.0,keep
29,249,273.0,keep
30,248,273.0,keep
37,228,273.0,keep
38,45,273.0,keep
38,213,273.0,keep
39,250,273.0,keep
41,137,273.0,keep
41,244,273.0,keep
46,7,273.0,keep
46,215,273.0,keep
46,227,273.0,keep
47,132,273.0,keep
49,51,273.0,keep
50,253,273.0,keep
52,249,273.0,keep
55,157,273.0,keep
55,200,273.0,keep
55,210,273.0,keep
59,127,273.0,keep
0,136,274.0,keep
3,202,274.0,keep
6,135,274.0,keep
6,192,274.0,keep
8,9,274.0,keep
8,39,274.0,keep
10,203,274.0,keep
12,34,274.0,keep
12,131,274.0,keep
12,230,274.0,keep
14,126,274.0,keep
18,209,274.0,keep
19,180,274.0,keep
21,249,274.0,keep
22,223,274.0,keep
25,127,274.0,keep
26,49,274.0,keep
28,126,274.0,keep
29,41,274.0,keep
29,136,274.0,keep
30,181,274.0,keep
31,126,274.0,keep
31,128,274.0,keep
31,196,274.0,keep
33,191,274.0,keep
34,56,274.0,keep
34,223,274.0,keep
34,243,274.0,keep
35,26,274.0,keep
35,139,274.0,keep
35,251,274.0,keep
36,136,274.0,keep
37,180,274.0,keep
38,3,274.0,keep
40,29,274.0,keep
44,160,274.0,keep
44,234,274.0,keep
46,225,274.0,keep
48,1,274.0,keep
49,151,274.0,keep
51,1,274.0,keep
51,140,274.0,keep
51,190,274.0,keep
53,145,274.0,keep
54,181,274.0,keep
57,136,274.0,keep
57,146,274.0,keep
59,200,274.0,keep
1,35,275.0,keep
2,36,275.0,keep
2,187,275.0,keep
3,5,275.0,keep
3,134,275.0,keep
3,232,275.0,keep
6,61,275.0,keep
7,182,275.0,keep
7,212,275.0,keep
13,236,275.0,keep
15,46,275.0,keep
15,132,275.0,keep
16,30,275.0,keep
17,251,275.0,keep
18,250,275.0,keep
19,57,275.0,keep
19,218,275.0,keep
20,182,275.0,keep
20,229,275.0,keep
21,45,275.0,keep
23,46,275.0,keep
23,53,275.0,keep
23,134,275.0,keep
23,246,275.0,keep
30,155,275.0,keep
32,139,275.0,keep
34,136,275.0,keep
36,47,275.0,keep
36,133,275.0,keep
40,181,275.0,keep
40,230,275.0,keep
42,41,275.0,keep
44,26,275.0,keep
45,240,275.0,keep
46,41,275.0,keep
46,230,275.0,keep
47,53,275.0,keep
47,133,275.0,keep
47,246,275.0,keep
50,58,275.0,keep
51,55,275.0,keep
53,44,275.0,keep
55,16,275.0,keep
55,240,275.0,keep
57,51,275.0,keep
58,203,275.0,keep
59,185,275.0,keep
60,53,275.0,keep
11,176,276.0,keep
12,53,276.0,keep
12,129,276.0,keep
13,247,276.0,keep
18,57,276.0,keep
20,235,276.0,keep
21,190,276.0,keep
23,191,276.0,keep
24,135,276.0,keep
24,221,276.0,keep
29,30,276.0,keep
29,39,276.0,keep
30,51,276.0,keep
37,232,276.0,keep
37,236,276.0,keep
38,145,276.0,keep
39,61,276.0,keep
39,217,276.0,keep
41,127,276.0,keep
43,242,276.0,keep
47,9,276.0,keep
47,144,276.0,keep
48,205,276.0,keep
50,243,276.0,keep
51,227,276.0,keep
52,211,276.0,keep
53,243,276.0,keep
54,127,276.0,keep
54,159,276.0,keep
54,188,276.0,keep
55,212,276.0,keep
56,160,276.0,keep
57,216,276.0,keep
60,215,276.0,keep
61,190,276.0,keep
0,31,277.0,keep
1,46,277.0,keep
4,193,277.0,keep
6,49,277.0,keep
8,193,277.0,keep
14,204,277.0,keep
16,251,277.0,keep
19,191,277.0,keep
19,252,277.0,keep
20,61,277.0,keep
24,227,277.0,keep
26,144,277.0,keep
28,141,277.0,keep
29,150,277.0,keep
31,220,277.0,keep
34,4,277.0,keep
35,239,277.0,keep
37,42,277.0,keep
37,61,277.0,keep
37,198,277.0,keep
38,132,277.0,keep
40,5,277.0,keep
40,153,277.0,keep
41,193,277.0,keep
42,148,277.0,keep
42,243,277.0,keep
43,185,277.0,keep
45,188,277.0,keep
45,232,277.0,keep
54,9,277.0,keep
56,143,277.0,keep
56,214,277.0,keep
58,193,277.0,keep
60,138,277.0,keep
60,155,277.0,keep
60,202,277.0,keep
61,183,277.0,keep
0,39,278.0,keep
0,131,278.0,keep
2,130,278.0,keep
3,140,278.0,keep
4,241,278.0,keep
5,146,278.0,keep
6,4,278.0,keep
10,59,278.0,keep
16,51,278.0,keep
17,155,278.0,keep
17,241,278.0,keep
18,11,278.0,keep
18,228,278.0,keep
23,157,278.0,keep
25,206,278.0,keep
29,210,278.0,keep
31,229,278.0,keep
32,152,278.0,keep
32,160,278.0,keep
32,214,278.0,keep
32,226,278.0,keep
33,156,278.0,keep
35,216,278.0,keep
38,240,278.0,keep
39,8,278.0,keep
39,128,278.0,keep
40,191,278.0,keep
40,224,278.0,keep
41,134,278.0,keep
42,245,278.0,keep
43,154,278.0,keep
45,128,278.0,keep
45,135,278.0,keep
47,193,278.0,keep
53,212,278.0,keep
57,133,278.0,keep
59,147,278.0,keep
59,224,278.0,keep
60,5,278.0,keep
12,130,279.0,keep
12,185,279.0,keep
13,8,279.0,keep
14,252,279.0,keep
17,200,279.0,keep
18,142,279.0,keep
19,49,279.0,keep
19,192,279.0,keep
23,153,279.0,keep
24,213,279.0,keep
26,29,279.0,keep
26,253,279.0,keep
27,144,279.0,keep
27,205,279.0,keep
28,40,279.0,keep
31,136,279.0,keep
31,199,279.0,keep
32,46,279.0,keep
37,157,279.0,keep
38,133,279.0,keep
38,195,279.0,keep
40,209,279.0,keep
42,193,279.0,keep
43,151,279.0,keep
44,156,279.0,keep
45,199,279.0,keep
46,157,279.0,keep
49,145,279.0,keep
51,49,279.0,keep
51,147,279.0,keep
51,159,279.0,keep
52,1,279.0,keep
57,187,279.0,keep
2,128,280.0,keep
3,34,280.0,keep
3,185,280.0,keep
3,235,280.0,keep
5,48,280.0,keep
6,31,280.0,keep
8,26,280.0,keep
8,38,280.0,keep
8,222,280.0,keep
11,132,280.0,keep
11,228,280.0,keep
13,38,280.0,keep
13,157,280.0,keep
13,226,280.0,keep
15,126,280.0,keep
15,148,280.0,keep
15,150,280.0,keep
16,131,280.0,keep
21,247,280.0,keep
22,218,280.0,keep
23,34,280.0,keep
23,149,280.0,keep
23,238,280.0,keep
24,193,280.0,keep
24,241,280.0,keep
26,150,280.0,keep
27,52,280.0,keep
27,198,280.0,keep
28,4,280.0,keep
30,149,280.0,keep
30,152,280.0,keep
31,198,280.0,keep
33,176,280.0,keep
34,225,280.0,keep
37,7,280.0,keep
38,10,280.0,keep
38,249,280.0,keep
41,34,280.0,keep
41,160,280.0,keep
42,9,280.0,keep
43,144,280.0,keep
45,196,280.0,keep
45,247,280.0,keep
52,190,280.0,keep
52,252,280.0,keep
53,55,280.0,keep
54,190,280.0,keep
56,236,280.0,keep
58,47,280.0,keep
59,16,280.0,keep
59,252,280.0,keep
61,214,280.0,keep
0,41,281.0,keep
1,214,281.0,keep
4,35,281.0,keep
6,8,281.0,keep
7,131,281.0,keep
11,210,281.0,keep
12,32,281.0,keep
14,56,281.0,keep
14,206,281.0,keep
15,153,281.0,keep
17,49,281.0,keep
17,50,281.0,keep
18,211,281.0,keep
19,208,281.0,keep
19,236,281.0,keep
20,40,281.0,keep
20,226,281.0,keep
22,57,281.0,keep
24,49,281.0,keep
24,202,281.0,keep
25,10,281.0,keep
26,230,281.0,keep
29,190,281.0,keep
30,237,281.0,keep
32,208,281.0,keep
33,143,281.0,keep
33,196,281.0,keep
34,40,281.0,keep
35,11,281.0,keep
39,6,281.0,keep
39,20,281.0,keep
39,136,281.0,keep
42,138,281.0,keep
44,189,281.0,keep
44,196,281.0,keep
45,207,281.0,keep
53,30,281.0,keep
53,138,281.0,keep
57,4,281.0,keep
58,1,281.0,keep
3,38,282.0,keep
5,9,282.0,keep
5,245,282.0,keep
8,35,282.0,keep
8,241,282.0,keep
14,47,282.0,keep
17,246,282.0,keep
21,16,282.0,keep
22,8,282.0,keep
24,47,282.0,keep
25,159,282.0,keep
25,208,282.0,keep
27,210,282.0,keep
30,43,282.0,keep
30,54,282.0,keep
30,211,282.0,keep
31,57,282.0,keep
32,199,282.0,keep
33,244,282.0,keep
34,201,282.0,keep
35,153,282.0,keep
36,139,282.0,keep
38,156,282.0,keep
40,213,282.0,keep
42,127,282.0,keep
43,38,282.0,keep
43,244,282.0,keep
46,220,282.0,keep
48,127,282.0,keep
53,60,282.0,keep
54,53,282.0,keep
54,226,282.0,keep
57,10,282.0,keep
58,152,282.0,keep
58,214,282.0,keep
59,6,282.0,keep
60,48,282.0,keep
61,48,282.0,keep
61,210,282.0,keep
0,33,283.0,keep
1,149,283.0,keep
2,149,283.0,keep
4,147,283.0,keep
8,52,283.0,keep
8,133,283.0,keep
13,34,283.0,keep
15,44,283.0,keep
17,239,283.0,keep
19,147,283.0,keep
20,203,283.0,keep
21,229,283.0,keep
21,230,283.0,keep
22,38,283.0,keep
22,229,283.0,keep
23,187,283.0,keep
23,251,283.0,keep
27,244,283.0,keep
30,138,283.0,keep
32,232,283.0,keep
34,32,283.0,keep
34,193,283.0,keep
36,221,283.0,keep
40,57,283.0,keep
43,52,283.0,keep
44,135,283.0,keep
52,53,283.0,keep
53,143,283.0,keep
53,159,283.0,keep
56,144,283.0,keep
57,127,283.0,keep
57,219,283.0,keep
58,201,283.0,keep
58,207,283.0,keep
60,60,283.0,keep
0,236,284.0,keep
2,9,284.0,keep
2,242,284.0,keep
4,3,284.0,keep
6,243,284.0,keep
8,156,284.0,keep
8,221,284.0,keep
9,50,284.0,keep
10,148,284.0,keep
12,10,284.0,keep
13,10,284.0,keep
15,133,284.0,keep
17,59,284.0,keep
19,41,284.0,keep
21,204,284.0,keep
